Id,SalePrice,MSZoning+RL,MSZoning+RM,MSZoning+Rare_var,MSZoning+FV,Street+Pave,Street+Rare_var,Alley+Missing,Alley+Grvl,Alley+Pave,LotShape+Reg,LotShape+IR1,LotShape+IR2,LotShape+Rare_var,LandContour+Lvl,LandContour+Bnk,LandContour+Low,LandContour+HLS,Utilities+AllPub,Utilities+Rare_var,LotConfig+Inside,LotConfig+FR2,LotConfig+Corner,LotConfig+CulDSac,LotConfig+Rare_var,LandSlope+Gtl,LandSlope+Mod,LandSlope+Rare_var,Neighborhood+CollgCr,Neighborhood+Rare_var,Neighborhood+Crawfor,Neighborhood+NoRidge,Neighborhood+Mitchel,Neighborhood+Somerst,Neighborhood+NWAmes,Neighborhood+OldTown,Neighborhood+BrkSide,Neighborhood+Sawyer,Neighborhood+NridgHt,Neighborhood+NAmes,Neighborhood+SawyerW,Neighborhood+IDOTRR,Neighborhood+MeadowV,Neighborhood+Edwards,Neighborhood+Timber,Neighborhood+Gilbert,Neighborhood+StoneBr,Neighborhood+ClearCr,Neighborhood+BrDale,Neighborhood+SWISU,Condition1+Norm,Condition1+Feedr,Condition1+PosN,Condition1+Artery,Condition1+Rare_var,Condition1+RRAn,Condition2+Norm,Condition2+Rare_var,BldgType+1Fam,BldgType+2fmCon,BldgType+Duplex,BldgType+TwnhsE,BldgType+Twnhs,HouseStyle+2Story,HouseStyle+1Story,HouseStyle+1.5Fin,HouseStyle+Rare_var,HouseStyle+SFoyer,HouseStyle+SLvl,RoofStyle+Gable,RoofStyle+Hip,RoofStyle+Rare_var,RoofMatl+CompShg,RoofMatl+Rare_var,Exterior1st+VinylSd,Exterior1st+MetalSd,Exterior1st+Wd Sdng,Exterior1st+HdBoard,Exterior1st+BrkFace,Exterior1st+WdShing,Exterior1st+CemntBd,Exterior1st+Plywood,Exterior1st+AsbShng,Exterior1st+Stucco,Exterior1st+Rare_var,Exterior2nd+VinylSd,Exterior2nd+MetalSd,Exterior2nd+Wd Shng,Exterior2nd+HdBoard,Exterior2nd+Plywood,Exterior2nd+Wd Sdng,Exterior2nd+CmentBd,Exterior2nd+BrkFace,Exterior2nd+Stucco,Exterior2nd+AsbShng,Exterior2nd+Rare_var,MasVnrType+BrkFace,MasVnrType+None,MasVnrType+Stone,MasVnrType+Rare_var,ExterQual+Gd,ExterQual+TA,ExterQual+Ex,ExterQual+Fa,ExterCond+TA,ExterCond+Gd,ExterCond+Fa,ExterCond+Rare_var,Foundation+PConc,Foundation+CBlock,Foundation+BrkTil,Foundation+Rare_var,Foundation+Slab,BsmtQual+Gd,BsmtQual+TA,BsmtQual+Ex,BsmtQual+Missing,BsmtQual+Fa,BsmtCond+TA,BsmtCond+Gd,BsmtCond+Missing,BsmtCond+Fa,BsmtCond+Rare_var,BsmtExposure+No,BsmtExposure+Gd,BsmtExposure+Mn,BsmtExposure+Av,BsmtExposure+Missing,BsmtFinType1+GLQ,BsmtFinType1+ALQ,BsmtFinType1+Unf,BsmtFinType1+Rec,BsmtFinType1+BLQ,BsmtFinType1+Missing,BsmtFinType1+LwQ,BsmtFinType2+Unf,BsmtFinType2+BLQ,BsmtFinType2+Missing,BsmtFinType2+ALQ,BsmtFinType2+Rec,BsmtFinType2+LwQ,BsmtFinType2+GLQ,Heating+GasA,Heating+Rare_var,HeatingQC+Ex,HeatingQC+Gd,HeatingQC+TA,HeatingQC+Fa,HeatingQC+Rare_var,CentralAir+Y,CentralAir+N,Electrical+SBrkr,Electrical+FuseF,Electrical+FuseA,Electrical+Rare_var,KitchenQual+Gd,KitchenQual+TA,KitchenQual+Ex,KitchenQual+Fa,KitchenQual+Rare_var,Functional+Typ,Functional+Min1,Functional+Rare_var,Functional+Min2,Functional+Mod,FireplaceQu+Missing,FireplaceQu+TA,FireplaceQu+Gd,FireplaceQu+Fa,FireplaceQu+Ex,FireplaceQu+Po,GarageType+Attchd,GarageType+Detchd,GarageType+BuiltIn,GarageType+Rare_var,GarageType+Missing,GarageType+Basment,GarageFinish+RFn,GarageFinish+Unf,GarageFinish+Fin,GarageFinish+Missing,GarageQual+TA,GarageQual+Fa,GarageQual+Rare_var,GarageQual+Missing,GarageCond+TA,GarageCond+Fa,GarageCond+Missing,GarageCond+Rare_var,PavedDrive+Y,PavedDrive+N,PavedDrive+P,PoolQC+Missing,PoolQC+Rare_var,Fence+Missing,Fence+MnPrv,Fence+GdWo,Fence+GdPrv,Fence+Rare_var,MiscFeature+Missing,MiscFeature+Shed,MiscFeature+Rare_var,SaleType+WD,SaleType+New,SaleType+COD,SaleType+Rare_var,SaleCondition+Normal,SaleCondition+Abnorml,SaleCondition+Partial,SaleCondition+Rare_var,SaleCondition+Family,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,YearBuilt-YrSold,YearRemodAdd-YrSold,GarageYrBlt-YrSold,LotFrontage,LotArea,1stFlrSF,GrLivArea
1,12.24769432,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.235294118,0.418208121,0.366343904,0.666666667,0.5,0.949275362,0.883333333,0.1225,0.12508859,0,0.064212329,0.1400982,0.345384557,0.413559322,0,0.577712288,0.333333333,0,0.5,0.5,0.375,0.333333333,0.461538462,0,0.346153846,0.4,0.36827957,0,0.082210243,0,0,0,0,0,0.090909091,0.5,0.04379562,0.112903226,0.652866242,0.418208121,0.366343904,0.345384557,0.577712288
2,12.10901093,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.495063747,0.391316766,0.555555556,0.875,0.753623188,0.433333333,0,0.173281361,0,0.121575342,0.206546645,0.487843501,0,0,0.470244508,0,0.5,0.5,0,0.375,0.333333333,0.307692308,0.25,0.259615385,0.4,0.309139785,0.209269663,0,0,0,0,0,0,0.363636364,0.25,0.233576642,0.532258065,0.73566879,0.495063747,0.391316766,0.487843501,0.470244508
3,12.31716669,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.235294118,0.434908997,0.4223585,0.666666667,0.5,0.934782609,0.866666667,0.10125,0.086109142,0,0.185787671,0.150572831,0.371845705,0.41937046,0,0.593095159,0.333333333,0,0.5,0.5,0.375,0.333333333,0.307692308,0.25,0.33974359,0.4,0.408602151,0,0.056603774,0,0,0,0,0,0.727272727,0.5,0.058394161,0.129032258,0.659235669,0.434908997,0.4223585,0.371845705,0.593095159
4,11.8493977,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.294117647,0.388581117,0.390294742,0.666666667,0.5,0.311594203,0.333333333,0,0.03827073,0,0.231164384,0.123731588,0.387846717,0.366101695,0,0.579157433,0.333333333,0,0.25,0,0.375,0.333333333,0.384615385,0.25,0.330128205,0.6,0.431451613,0,0.047169811,0.268774704,0,0,0,0,0.090909091,0,0.671532847,0.612903226,0.662420382,0.388581117,0.390294742,0.387846717,0.579157433
5,12.4292162,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.235294118,0.513122936,0.46876115,0.777777778,0.5,0.927536232,0.833333333,0.21875,0.116052445,0,0.209760274,0.187397709,0.45213795,0.509927361,0,0.666522882,0.333333333,0,0.5,0.5,0.5,0.333333333,0.538461538,0.25,0.336538462,0.6,0.561827957,0.134831461,0.113207547,0,0,0,0,0,1,0.5,0.065693431,0.161290323,0.662420382,0.513122936,0.46876115,0.45213795,0.666522882
6,11.87059991,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.176470588,0.517503342,0.466760851,0.444444444,0.5,0.876811594,0.75,0,0.129695252,0,0.02739726,0.130278232,0.318714997,0.27409201,0,0.497220246,0.333333333,0,0.25,0.5,0.125,0.333333333,0.230769231,0,0.314102564,0.4,0.322580645,0.028089888,0.040431267,0,0.62992126,0,0,0.041176471,0.818181818,0.75,0.124087591,0.258064516,0.687898089,0.517503342,0.466760851,0.318714997,0.497220246
7,12.63460303,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.471175462,0.400943491,0.777777778,0.5,0.956521739,0.916666667,0.11625,0.242558469,0,0.135702055,0.27594108,0.5958833,0,0,0.574386762,0.333333333,0,0.5,0,0.375,0.333333333,0.384615385,0.25,0.349358974,0.4,0.427419355,0.179073034,0.076819407,0,0,0,0,0,0.636363636,0.25,0.02919708,0.064516129,0.646496815,0.471175462,0.400943491,0.5958833,0.574386762
8,12.20607265,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.235294118,0.434908997,0.406643467,0.666666667,0.625,0.731884058,0.383333333,0.15,0.152197023,0.020969856,0.092465753,0.181178396,0.439751695,0.476029056,0,0.648699603,0.333333333,0,0.5,0.5,0.375,0.333333333,0.384615385,0.5,0.25,0.4,0.325268817,0.16502809,0.274932615,0.225296443,0,0,0,0.020588235,0.909090909,0.75,0.270072993,0.612903226,0.751592357,0.434908997,0.406643467,0.439751695,0.648699603
9,11.7745202,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.176470588,0.328426367,0.303204681,0.666666667,0.5,0.427536232,0,0,0,0,0.407534247,0.155810147,0.410432114,0.364164649,0,0.590710316,0,0,0.5,0,0.25,0.666666667,0.461538462,0.5,0.115384615,0.4,0.314516129,0.063202247,0,0.20256917,0,0,0,0,0.272727273,0.5,0.569343066,0.967741935,0.882165605,0.328426367,0.303204681,0.410432114,0.590710316
10,11.6784399,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.321096624,0.340903135,0.444444444,0.625,0.485507246,0,0,0.150779589,0,0.059931507,0.162193126,0.429668933,0,0,0.414168592,0.333333333,0,0.25,0,0.25,0.666666667,0.230769231,0.5,0.141025641,0.2,0.137768817,0,0.005390836,0,0,0,0,0,0,0.5,0.510948905,0.967741935,0.856687898,0.321096624,0.340903135,0.429668933,0.414168592
